2021-04-02 13:22:24,639 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2021-04-02 13:22:24,759 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2021-04-02 13:22:24,760 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2021-04-02 13:22:24,760 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2021-04-02 13:22:24,856 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2021-04-02 13:22:24,857 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2021-04-02 13:22:24,947 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2021-04-02 14:05:32,238 INFO  SwAddin.cs: 271 - Assembly export called for file 装配体2
2021-04-02 14:05:32,241 INFO  SwAddin.cs: 276 - Save is required
2021-04-02 14:05:32,241 INFO  SwAddin.cs: 290 - Saving assembly
2021-04-02 14:05:32,242 INFO  SwAddin.cs: 293 - Opening property manager
2021-04-02 14:05:32,338 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 装配体2
2021-04-02 14:05:32,348 INFO  ExportHelperExtension.cs: 1142 - Found 31 in 装配体2
2021-04-02 14:05:32,348 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 装配体2
2021-04-02 14:05:32,349 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2021-04-02 14:05:32,352 INFO  ExportHelperExtension.cs: 1167 - 3 components to check
2021-04-02 14:05:32,353 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from suidaobiaozhun-3
2021-04-02 14:05:32,354 INFO  ExportHelperExtension.cs: 1142 - Found 28 in suidaobiaozhun-3
2021-04-02 14:05:32,354 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in suidaobiaozhun-3
2021-04-02 14:05:32,355 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from zhuzi-2
2021-04-02 14:05:32,356 INFO  ExportHelperExtension.cs: 1142 - Found 28 in zhuzi-2
2021-04-02 14:05:32,356 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in zhuzi-2
2021-04-02 14:05:32,357 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from suidaoplace-1
2021-04-02 14:05:32,357 INFO  ExportHelperExtension.cs: 1142 - Found 26 in suidaoplace-1
2021-04-02 14:05:32,358 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in suidaoplace-1
2021-04-02 14:05:32,359 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 装配体2
