2020-07-26 08:26:22,215 INFO  Logger.cs: 70 - 
--------------------------------------------------------------------------------
2020-07-26 08:26:22,308 INFO  Logger.cs: 71 - Logging commencing for SW2URDF exporter
2020-07-26 08:26:22,310 INFO  Logger.cs: 73 - Commit version 1.5.1-0-g916b5db
2020-07-26 08:26:22,310 INFO  Logger.cs: 74 - Build version 1.5.7152.31018
2020-07-26 08:26:22,360 INFO  SwAddin.cs: 250 - Adding Assembly export to file menu
2020-07-26 08:26:22,361 INFO  SwAddin.cs: 253 - Adding Part export to file menu
2020-07-26 08:26:22,405 INFO  SwAddin.cs: 218 - Connecting plugin to SolidWorks
2020-07-26 22:52:41,158 INFO  SwAddin.cs: 328 - Part export called
2020-07-26 22:52:41,276 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 零件1
2020-07-26 22:52:41,340 INFO  ExportHelperExtension.cs: 1142 - Found 17 in 零件1
2020-07-26 22:52:41,342 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 零件1
2020-07-26 22:52:41,356 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 零件1
2020-07-26 22:52:41,357 INFO  ExportHelperExtension.cs: 1142 - Found 17 in 零件1
2020-07-26 22:52:41,358 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 零件1
2020-07-26 22:52:41,359 INFO  SwAddin.cs: 344 - Showing part
2020-07-26 22:54:41,448 INFO  SwAddin.cs: 328 - Part export called
2020-07-26 22:54:41,456 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 零件2
2020-07-26 22:54:41,457 INFO  ExportHelperExtension.cs: 1142 - Found 17 in 零件2
2020-07-26 22:54:41,458 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 零件2
2020-07-26 22:54:41,466 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 零件2
2020-07-26 22:54:41,467 INFO  ExportHelperExtension.cs: 1142 - Found 17 in 零件2
2020-07-26 22:54:41,467 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 零件2
2020-07-26 22:54:41,468 INFO  SwAddin.cs: 344 - Showing part
2020-07-26 22:55:02,617 INFO  SwAddin.cs: 271 - Assembly export called for file 装配体1
2020-07-26 22:55:02,627 INFO  SwAddin.cs: 276 - Save is required
2020-07-26 22:55:02,627 INFO  SwAddin.cs: 290 - Saving assembly
2020-07-26 22:55:02,628 INFO  SwAddin.cs: 293 - Opening property manager
2020-07-26 22:55:02,630 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 装配体1
2020-07-26 22:55:02,640 INFO  ExportHelperExtension.cs: 1142 - Found 24 in 装配体1
2020-07-26 22:55:02,641 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 装配体1
2020-07-26 22:55:02,641 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-26 22:55:02,642 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-07-26 22:55:02,643 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 零件3-1
2020-07-26 22:55:02,643 INFO  ExportHelperExtension.cs: 1142 - Found 29 in 零件3-1
2020-07-26 22:55:02,643 INFO  ExportHelperExtension.cs: 1152 - Found 1 features of type [CoordSys] in 零件3-1
2020-07-26 22:55:02,657 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 装配体1
2020-07-26 22:55:02,657 INFO  ExportHelperExtension.cs: 1142 - Found 24 in 装配体1
2020-07-26 22:55:02,658 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 装配体1
2020-07-26 22:55:02,658 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-26 22:55:02,658 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-07-26 22:55:02,659 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [RefAxis] from 零件3-1
2020-07-26 22:55:02,659 INFO  ExportHelperExtension.cs: 1142 - Found 29 in 零件3-1
2020-07-26 22:55:02,659 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [RefAxis] in 零件3-1
2020-07-26 22:55:02,941 INFO  SwAddin.cs: 316 - Loading config tree
2020-07-26 22:55:02,945 INFO  ExportPropertyManagerExtension.cs: 597 - Starting new configuration
2020-07-26 22:55:02,948 INFO  SwAddin.cs: 321 - Showing property manager
2020-07-26 22:55:18,985 INFO  ExportPropertyManager.cs: 456 - Configuration saved
2020-07-26 22:55:19,957 INFO  ExportPropertyManager.cs: 1184 - AfterClose called. This method no longer throws an Exception. It just silently does nothing. Ok, except for this logging message
2020-07-26 22:55:31,991 INFO  SwAddin.cs: 271 - Assembly export called for file 装配体1
2020-07-26 22:55:31,992 INFO  SwAddin.cs: 276 - Save is required
2020-07-26 22:55:31,992 INFO  SwAddin.cs: 290 - Saving assembly
2020-07-26 22:55:31,992 INFO  SwAddin.cs: 293 - Opening property manager
2020-07-26 22:55:31,993 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 装配体1
2020-07-26 22:55:31,993 INFO  ExportHelperExtension.cs: 1142 - Found 24 in 装配体1
2020-07-26 22:55:31,994 INFO  ExportHelperExtension.cs: 1152 - Found 0 features of type [CoordSys] in 装配体1
2020-07-26 22:55:31,994 INFO  ExportHelperExtension.cs: 1155 - Proceeding through assembly components
2020-07-26 22:55:31,994 INFO  ExportHelperExtension.cs: 1167 - 1 components to check
2020-07-26 22:55:31,995 INFO  ExportHelperExtension.cs: 1131 - Retrieving features of type [CoordSys] from 零件3-1
